instituicao,cod_ibge,uf,populacao,indicador_1,Nota_1,indicador_2,Nota_2,indicador_3,nota_3,classificacao_capag
Prefeitura Municipal de Conceição dos Ouros - MG,3117801,MG,11525,"0,18%",A,"91,55%",B,"250,15%",C,C
Prefeitura Municipal de Conchal - SP,3512209,SP,27820,"6,89%",A,"83,70%",A,"286,37%",C,C
Prefeitura Municipal de Conchas - SP,3512308,SP,17770,"15,68%",A,"94,10%",B,"22,36%",A,B
Prefeitura Municipal de Concórdia - SC,4204301,SC,74106,"2,86%",A,"83,49%",A,"1,22%",A,A
Prefeitura Municipal de Concórdia do Pará - PA,1502756,PA,,,n.d.,"106,99%",C,,n.d.,n.d.
Prefeitura Municipal de Condado - PB,2504504,PB,6649,"58,06%",A,"96,23%",C,"320,55%",C,C
Prefeitura Municipal de Condado - PE,2604601,PE,26249,"61,14%",B,"129,12%",C,"581,24%",C,C
Prefeitura Municipal de Conde - BA,2908606,BA,25630,"62,45%",B,"99,09%",C,"160,68%",C,C
Prefeitura Municipal de Conde - PB,2504603,PB,24323,"85,23%",B,"86,79%",A,"26,10%",A,B
Prefeitura Municipal de Condeúba - BA,2908705,BA,17319,"55,65%",A,"94,03%",B,"0,10%",A,B
Prefeitura Municipal de Condor - RS,4305702,RS,6746,"1,07%",A,,n.d.,"57,40%",A,n.d.
Prefeitura Municipal de Cônego Marinho - MG,3117836,MG,,,n.d.,"101,02%",C,,n.d.,n.d.
Prefeitura Municipal de Confins - MG,3117876,MG,6657,,n.d.,"92,07%",B,"-9,25%",C,n.d.
Prefeitura Municipal de Confresa - MT,5103353,MT,30347,"11,19%",A,"91,40%",B,"397,38%",C,C
Prefeitura Municipal de Congo - PB,2504702,PB,4785,"0,32%",A,"104,12%",C,,n.d.,n.d.
Prefeitura Municipal de Congonhal - MG,3117900,MG,11813,"7,98%",A,"88,57%",A,"-21,57%",C,C
Prefeitura Municipal de Congonhas - MG,3118007,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Congonhas do Norte - MG,3118106,MG,5044,"25,87%",A,"87,44%",A,"5,72%",A,A
Prefeitura Municipal de Congonhinhas - PR,4106001,PR,8777,"11,15%",A,"87,47%",A,"45,96%",A,A
Prefeitura Municipal de Conquista - MG,3118205,MG,6908,"6,40%",A,"93,79%",B,"0,03%",A,B
Prefeitura Municipal de Conquista D'Oeste - MT,5103361,MT,3973,,n.d.,"84,50%",A,"2,22%",A,n.d.
Prefeitura Municipal de Conselheiro Lafaiete - MG,3118304,MG,127539,"39,75%",A,"56,44%",A,"64,28%",A,A
Prefeitura Municipal de Conselheiro Mairinck - PR,4106100,PR,3843,"7,40%",A,"99,08%",C,"1669,07%",C,C
Prefeitura Municipal de Conselheiro Pena - MG,3118403,MG,22892,"9,55%",A,"89,38%",A,"20,08%",A,A
Prefeitura Municipal de Consolação - MG,3118502,MG,1782,,n.d.,"91,36%",B,"14,05%",A,n.d.
Prefeitura Municipal de Constantina - RS,4305801,RS,9915,"4,57%",A,"90,43%",B,"1525,91%",C,C
Prefeitura Municipal de Contagem - MG,3118601,MG,659070,"30,31%",A,"95,65%",C,"35,88%",A,C
Prefeitura Municipal de Contenda - PR,4106209,PR,18326,"14,37%",A,"88,32%",A,"5,06%",A,A
Prefeitura Municipal de Contendas do Sincorá - BA,2908804,BA,4086,"61,23%",B,"95,54%",C,"100,00%",C,C
Prefeitura Municipal de Coqueiral - MG,3118700,MG,9191,"27,51%",A,"92,44%",B,"15,50%",A,B
Prefeitura Municipal de Coqueiro Baixo - RS,4305835,RS,1507,,n.d.,"96,20%",C,"3,67%",A,n.d.
Prefeitura Municipal de Coqueiro Seco - AL,2702207,AL,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Coqueiros do Sul - RS,4305850,RS,2327,,n.d.,"80,35%",A,"23,13%",A,n.d.
Prefeitura Municipal de Coração de Jesus - MG,3118809,MG,26592,"67,07%",B,"97,07%",C,"2431,82%",C,C
Prefeitura Municipal de Coração de Maria - BA,2908903,BA,22719,"44,37%",A,"94,81%",B,,n.d.,n.d.
Prefeitura Municipal de Corbélia - PR,4106308,PR,17024,"8,35%",A,"101,09%",C,"6,02%",A,C
Prefeitura Municipal de Cordeiro - RJ,3301504,RJ,21806,"19,65%",A,"94,65%",B,"65,63%",A,B
Prefeitura Municipal de Cordeirópolis - SP,3512407,SP,24221,"10,14%",A,"92,18%",B,"77,76%",A,B
Prefeitura Municipal de Cordeiros - BA,2909000,BA,8585,"62,77%",B,,n.d.,"0,24%",A,n.d.
Prefeitura Municipal de Cordilheira Alta - SC,4204350,SC,4385,"3,73%",A,"94,42%",B,"1,27%",A,B
Prefeitura Municipal de Cordisburgo - MG,3118908,MG,8883,"12,20%",A,"92,57%",B,"7,23%",A,B
Prefeitura Municipal de Cordislândia - MG,3119005,MG,3534,"6,32%",A,"90,63%",B,"17,90%",A,B
Prefeitura Municipal de Coreaú - CE,2304004,CE,23258,"20,06%",A,"98,46%",C,,n.d.,n.d.
Prefeitura Municipal de Coremas - PB,2504801,PB,15423,"99,81%",B,"95,26%",C,"45,22%",A,C
Prefeitura Municipal de Corguinho - MS,5003108,MS,5839,"14,64%",A,"91,61%",B,"8,44%",A,B
Prefeitura Municipal de Coribe - BA,2909109,BA,14240,"54,89%",A,"80,08%",A,"91,44%",A,A
Prefeitura Municipal de Corinto - MG,3119104,MG,23797,"13,41%",A,"95,67%",C,"176,14%",C,C
Prefeitura Municipal de Cornélio Procópio - PR,4106407,PR,47847,"14,02%",A,"97,19%",C,"-1903,88%",C,C
Prefeitura Municipal de Coroaci - MG,3119203,MG,10040,"20,53%",A,"99,89%",C,"3586,49%",C,C
Prefeitura Municipal de Coroados - SP,3512506,SP,5986,"3,28%",A,"91,36%",B,"35,20%",A,B
Prefeitura Municipal de Coroatá - MA,2103604,MA,65044,"0,55%",A,"131,34%",C,"901,33%",C,C
Prefeitura Municipal de Coromandel - MG,3119302,MG,27982,"2,01%",A,"95,35%",C,,n.d.,n.d.
Prefeitura Municipal de Coronel Barros - RS,4305871,RS,2518,,n.d.,"82,00%",A,"25,24%",A,n.d.
Prefeitura Municipal de Coronel Bicaco - RS,4305900,RS,7385,"10,06%",A,"85,78%",A,"-3,99%",C,C
Prefeitura Municipal de Coronel Domingos Soares - PR,4106456,PR,7475,"1,62%",A,"99,18%",C,"152,13%",C,C
Prefeitura Municipal de Coronel Ezequiel - RN,2402808,RN,5508,"57,07%",A,,n.d.,"11,49%",A,n.d.
Prefeitura Municipal de Coronel Fabriciano - MG,3119401,MG,109405,"12,71%",A,"94,75%",B,"48,53%",A,B
Prefeitura Municipal de Coronel Freitas - SC,4204400,SC,10022,"6,73%",A,"77,38%",A,"0,68%",A,A
Prefeitura Municipal de Coronel João Pessoa - RN,2402907,RN,4908,"26,13%",A,"100,34%",C,"55,46%",A,C
Prefeitura Municipal de Coronel João Sá - BA,2909208,BA,15801,"50,62%",A,"95,48%",C,"36,92%",A,C
Prefeitura Municipal de Coronel José Dias - PI,2202851,PI,4678,"25,73%",A,,n.d.,"140,91%",C,n.d.
Prefeitura Municipal de Coronel Macedo - SP,3512605,SP,4728,"24,48%",A,"86,59%",A,"19,13%",A,A
Prefeitura Municipal de Coronel Martins - SC,4204459,SC,2544,"2,37%",A,"89,50%",A,"2,82%",A,A
Prefeitura Municipal de Coronel Murta - MG,3119500,MG,9228,"12,99%",A,"93,46%",B,,n.d.,n.d.
Prefeitura Municipal de Coronel Pacheco - MG,3119609,MG,3080,"1,12%",A,"95,92%",C,"66,83%",A,C
Prefeitura Municipal de Coronel Pilar - RS,4305934,RS,1641,,n.d.,"80,23%",A,"8544,80%",C,n.d.
Prefeitura Municipal de Coronel Sapucaia - MS,5003157,MS,15152,"1,50%",A,"95,56%",C,"15,13%",A,C
Prefeitura Municipal de Coronel Vivida - PR,4106506,PR,20892,"12,82%",A,"96,57%",C,"30,23%",A,C
Prefeitura Municipal de Coronel Xavier Chaves - MG,3119708,MG,3426,,n.d.,,n.d.,"2,87%",A,n.d.
Prefeitura Municipal de Córrego Danta - MG,3119807,MG,3241,"4,09%",A,"93,54%",B,"572,35%",C,C
Prefeitura Municipal de Córrego do Bom Jesus - MG,3119906,MG,3714,"0,20%",A,"92,81%",B,"4,42%",A,B
Prefeitura Municipal de Córrego do Ouro - GO,5205703,GO,2364,"6,93%",A,"86,79%",A,"2,03%",A,A
Prefeitura Municipal de Córrego Fundo - MG,3119955,MG,6290,"5,61%",A,"100,93%",C,"103,56%",C,C
Prefeitura Municipal de Córrego Novo - MG,3120003,MG,2814,"3,54%",A,"94,45%",B,"85,64%",A,B
Prefeitura Municipal de Correia Pinto - SC,4204558,SC,13040,"15,30%",A,"94,45%",B,"33,85%",A,B
Prefeitura Municipal de Corrente - PI,2202901,PI,26575,"17,20%",A,"934,51%",C,,n.d.,n.d.
Prefeitura Municipal de Correntes - PE,2604700,PE,18144,,n.d.,,n.d.,"211,46%",C,n.d.
Prefeitura Municipal de Correntina - BA,2909307,BA,32081,"40,62%",A,"98,80%",C,"1323,37%",C,C
Prefeitura Municipal de Cortês - PE,2604809,PE,12596,"31,19%",A,"96,88%",C,"720,10%",C,C
Prefeitura Municipal de Corumbá - MS,5003207,MS,110806,"19,17%",A,"92,74%",B,"69,40%",A,B
Prefeitura Municipal de Corumbá de Goiás - GO,5205802,GO,11050,"10,91%",A,,n.d.,"90,85%",A,n.d.
Prefeitura Municipal de Corumbaíba - GO,5205901,GO,9574,"8,52%",A,"92,89%",B,"24,21%",A,B
Prefeitura Municipal de Corumbataí - SP,3512704,SP,4047,"7,19%",A,"96,83%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de Corumbataí do Sul - PR,4106555,PR,3313,"3,61%",A,"97,86%",C,"154,79%",C,C
Prefeitura Municipal de Corumbiara - RO,1100072,RO,7567,"1,78%",A,,n.d.,"12,77%",A,n.d.
Prefeitura Municipal de Corupá - SC,4204509,SC,15709,"10,68%",A,"94,35%",B,"36,08%",A,B
Prefeitura Municipal de Coruripe - AL,2702306,AL,56562,"20,26%",A,"92,14%",B,"6,79%",A,B
Prefeitura Municipal de Cosmópolis - SP,3512803,SP,70998,"44,14%",A,"94,93%",B,"94,34%",A,B
Prefeitura Municipal de Cosmorama - SP,3512902,SP,7316,"1,52%",A,"94,57%",B,"20,16%",A,B
Prefeitura Municipal de Costa Marques - RO,1100080,RO,17855,"23,18%",A,"87,75%",A,"22,87%",A,A
Prefeitura Municipal de Costa Rica - MS,5003256,MS,20496,,n.d.,"81,77%",A,"0,85%",A,n.d.
Prefeitura Municipal de Cotegipe - BA,2909406,BA,13796,"34,33%",A,"95,98%",C,"208,36%",C,C
Prefeitura Municipal de Cotia - SP,3513009,SP,244694,"17,64%",A,,n.d.,"22,78%",A,n.d.
Prefeitura Municipal de Cotiporã - RS,4305959,RS,3868,"5,79%",A,"84,01%",A,"15,51%",A,A
Prefeitura Municipal de Cotriguaçu - MT,5103379,MT,19254,"1,02%",A,"88,96%",A,,n.d.,n.d.
Prefeitura Municipal de Couto de Magalhães de Minas - MG,3120102,MG,4396,"20,80%",A,"97,38%",C,"45,69%",A,C
Prefeitura Municipal de Couto Magalhães - TO,1706001,TO,5536,"6,30%",A,"93,76%",B,"165,02%",C,C
Prefeitura Municipal de Coxilha - RS,4305975,RS,2769,"4,26%",A,"93,18%",B,"1,51%",A,B
Prefeitura Municipal de Coxim - MS,5003306,MS,33516,"41,01%",A,"89,65%",A,"14,05%",A,A
Prefeitura Municipal de Coxixola - PB,2504850,PB,,,n.d.,"104,36%",C,,n.d.,n.d.
Prefeitura Municipal de Craíbas - AL,2702355,AL,24129,"41,71%",A,,n.d.,"56,53%",A,n.d.
Prefeitura Municipal de Crateús - CE,2304103,CE,74982,"14,68%",A,"86,60%",A,"50,99%",A,A
Prefeitura Municipal de Crato - CE,2304202,CE,131372,"10,48%",A,"92,41%",B,"61,75%",A,B
Prefeitura Municipal de Cravinhos - SP,3513108,SP,34998,"12,60%",A,"86,29%",A,"84,72%",A,A
Prefeitura Municipal de Cravolândia - BA,2909505,BA,5349,"126,34%",B,"95,12%",C,"560,65%",C,C
Prefeitura Municipal de Criciúma - SC,4204608,SC,213023,"38,36%",A,"90,84%",B,"60,48%",A,B
Prefeitura Municipal de Crisólita - MG,3120151,MG,6646,"2,03%",A,"113,69%",C,,n.d.,n.d.
Prefeitura Municipal de Crisópolis - BA,2909604,BA,21040,"51,58%",A,"97,55%",C,,n.d.,n.d.
Prefeitura Municipal de Crissiumal - RS,4306007,RS,13544,,n.d.,"93,37%",B,"12,50%",A,n.d.
Prefeitura Municipal de Cristais - MG,3120201,MG,12660,"33,35%",A,"93,87%",B,"2,37%",A,B
Prefeitura Municipal de Cristais Paulista - SP,3513207,SP,8541,"2,34%",A,"95,63%",C,"62,35%",A,C
Prefeitura Municipal de Cristal - RS,4306056,RS,7950,"2,99%",A,"90,40%",B,"12,53%",A,B
Prefeitura Municipal de Cristal do Sul - RS,4306072,RS,2851,"7,32%",A,"95,51%",C,"83,50%",A,C
Prefeitura Municipal de Cristalândia - TO,1706100,TO,7300,"12,65%",A,,n.d.,"70,12%",A,n.d.
Prefeitura Municipal de Cristalândia do Piauí - PI,2203008,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Cristália - MG,3120300,MG,5960,"15,80%",A,"93,47%",B,"50,92%",A,B
Prefeitura Municipal de Cristalina - GO,5206206,GO,57759,"23,62%",A,"101,93%",C,"74,06%",A,C
Prefeitura Municipal de Cristiano Otoni - MG,3120409,MG,5145,"0,62%",A,"93,10%",B,"2,39%",A,B
Prefeitura Municipal de Cristianópolis - GO,5206305,GO,2968,"8,30%",A,"90,13%",B,"37,24%",A,B
Prefeitura Municipal de Cristina - MG,3120508,MG,10258,"5,03%",A,"95,73%",C,"866,16%",C,C
Prefeitura Municipal de Cristinápolis - SE,2801702,SE,18190,"26,97%",A,"100,76%",C,"2494,59%",C,C
Prefeitura Municipal de Cristino Castro - PI,2203107,PI,10401,"4,12%",A,"106,15%",C,"217,01%",C,C
Prefeitura Municipal de Cristópolis - BA,2909703,BA,13872,"8,64%",A,"96,14%",C,"411,87%",C,C
Prefeitura Municipal de Crixás - GO,5206404,GO,16852,"27,34%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Crixás do Tocantins - TO,1706258,TO,1708,"7,18%",A,,n.d.,"588,81%",C,n.d.
Prefeitura Municipal de Croatá - CE,2304236,CE,17994,"26,94%",A,"93,17%",B,"124,69%",C,C
Prefeitura Municipal de Cromínia - GO,5206503,GO,3500,"35,94%",A,,n.d.,"606,35%",C,n.d.
Prefeitura Municipal de Crucilândia - MG,3120607,MG,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Cruz - CE,2304251,CE,24131,"25,23%",A,"82,80%",A,"32,52%",A,A
Prefeitura Municipal de Cruz Alta - RS,4306106,RS,60693,"40,64%",A,"99,37%",C,"1326,52%",C,C
Prefeitura Municipal de Cruz das Almas - BA,2909802,BA,62871,"28,87%",A,"97,12%",C,"412,59%",C,C
Prefeitura Municipal de Cruz do Espírito Santo - PB,2504900,PB,17366,"35,82%",A,"99,22%",C,"526,68%",C,C
Prefeitura Municipal de Cruz Machado - PR,4106803,PR,18675,"9,08%",A,"96,69%",C,"0,00%",n.d.,n.d.
Prefeitura Municipal de Cruzália - SP,3513306,SP,2100,,n.d.,"97,69%",C,"97,05%",A,n.d.
Prefeitura Municipal de Cruzaltense - RS,4306130,RS,1870,,n.d.,"95,64%",C,"6,67%",A,n.d.
Prefeitura Municipal de Cruzeiro - SP,3513405,SP,81895,"81,57%",B,"96,72%",C,"58,38%",A,C
Prefeitura Municipal de Cruzeiro da Fortaleza - MG,3120706,MG,4134,"2,60%",A,"98,86%",C,,n.d.,n.d.
Prefeitura Municipal de Cruzeiro do Iguaçu - PR,4106571,PR,4264,,n.d.,"91,88%",B,"1,58%",A,n.d.
Prefeitura Municipal de Cruzeiro do Oeste - PR,4106605,PR,20917,"6,48%",A,,n.d.,"205,65%",C,n.d.
Prefeitura Municipal de Cruzeiro do Sul - AC,1200203,AC,87673,"24,19%",A,"100,74%",C,"115,33%",C,C
Prefeitura Municipal de Cruzeiro do Sul - PR,4106704,PR,4489,"32,73%",A,"87,34%",A,"30832,47%",C,C
Prefeitura Municipal de Cruzeiro do Sul - RS,4306205,RS,12290,"7,98%",A,"99,32%",C,"24,19%",A,C
Prefeitura Municipal de Cruzeta - RN,2403004,RN,8014,"4,21%",A,"97,52%",C,"219,59%",C,C
Prefeitura Municipal de Cruzília - MG,3120805,MG,15358,"3,56%",A,"93,12%",B,"8,90%",A,B
Prefeitura Municipal de Cruzmaltina - PR,4106852,PR,2980,"2,38%",A,"92,67%",B,"161,36%",C,C
Prefeitura Municipal de Cubatão - SP,3513504,SP,129760,"79,01%",B,"84,38%",A,"83,72%",A,B
Prefeitura Municipal de Cubati - PB,2505006,PB,7763,"75,82%",B,,n.d.,"192,59%",C,n.d.
Prefeitura Municipal de Cuiabá - MT,5103403,MT,607153,"35,55%",A,"94,88%",B,"99,57%",A,B
Prefeitura Municipal de Cuité - PB,2505105,PB,20343,"18,23%",A,"101,49%",C,"37,94%",A,C
Prefeitura Municipal de Cuité de Mamanguape - PB,2505238,PB,6349,"155,43%",C,"99,37%",C,"-147,34%",C,D
Prefeitura Municipal de Cuitegi - PB,2505204,PB,6823,"17,56%",A,"96,21%",C,"286,99%",C,C
Prefeitura Municipal de Cujubim - RO,1100940,RO,24226,"6,14%",A,"83,79%",A,"18,62%",A,A
Prefeitura Municipal de Cumari - GO,5206602,GO,2871,"2,01%",A,"82,98%",A,"8,16%",A,A
Prefeitura Municipal de Cumaru - PE,2604908,PE,11635,"53,46%",A,"116,61%",C,"847,85%",C,C
Prefeitura Municipal de Cumaru do Norte - PA,1502764,PA,13179,"0,09%",A,,n.d.,"9,40%",A,n.d.
Prefeitura Municipal de Cumbe - SE,2801900,SE,3977,"12,61%",A,"94,71%",B,"589,30%",C,C
Prefeitura Municipal de Cunha - SP,3513603,SP,21639,"3,46%",A,"96,19%",C,,n.d.,n.d.
Prefeitura Municipal de Cunha Porã - SC,4204707,SC,11053,"1,49%",A,"93,95%",B,"23,52%",A,B
Prefeitura Municipal de Cunhataí - SC,4204756,SC,1957,"4,68%",A,"90,82%",B,"15,07%",A,B
Prefeitura Municipal de Cuparaque - MG,3120839,MG,4960,"8,05%",A,"94,30%",B,"-36,08%",C,C
Prefeitura Municipal de Cupira - PE,2605004,PE,24041,"94,72%",B,"92,97%",B,"364,67%",C,C
Prefeitura Municipal de Curaçá - BA,2909901,BA,34389,"42,70%",A,"100,92%",C,"92,53%",A,C
Prefeitura Municipal de Curimatá - PI,2203206,PI,11348,"27,52%",A,"97,75%",C,,n.d.,n.d.
Prefeitura Municipal de Curionópolis - PA,1502772,PA,18014,"4,05%",A,"86,03%",A,,n.d.,n.d.
Prefeitura Municipal de Curitiba - PR,4106902,PR,1917185,"16,09%",A,"89,46%",A,"2,48%",A,A
Prefeitura Municipal de Curitibanos - SC,4204806,SC,39595,"4,55%",A,"81,21%",A,"2,99%",A,A
Prefeitura Municipal de Curiúva - PR,4107009,PR,15003,"31,40%",A,"92,38%",B,"30,98%",A,B
Prefeitura Municipal de Currais - PI,2203230,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Currais Novos - RN,2403103,RN,44664,"32,72%",A,"96,27%",C,,n.d.,n.d.
Prefeitura Municipal de Curral de Cima - PB,2505279,PB,5242,"70,30%",B,"107,62%",C,"235,91%",C,C
Prefeitura Municipal de Curral de Dentro - MG,3120870,MG,7656,"1,84%",A,"97,71%",C,"304,11%",C,C
Prefeitura Municipal de Curral Novo do Piauí - PI,2203271,PI,5316,,n.d.,"88,40%",A,"5,17%",A,n.d.
Prefeitura Municipal de Curral Velho - PB,2505303,PB,2521,"7,43%",A,"96,63%",C,"48,25%",A,C
Prefeitura Municipal de Curralinho - PA,1502806,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Curralinhos - PI,2203255,PI,4425,"5,69%",A,,n.d.,"-326,32%",C,n.d.
Prefeitura Municipal de Curuá - PA,1502855,PA,14197,"1,35%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Curuçá - PA,1502905,PA,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Cururupu - MA,2103703,MA,32765,"2,20%",A,"448,86%",C,"-108,85%",C,C
Prefeitura Municipal de Curvelândia - MT,5103437,MT,5192,,n.d.,"84,39%",A,"39,06%",A,n.d.
Prefeitura Municipal de Curvelo - MG,3120904,MG,79625,"4,16%",A,"93,50%",B,"14,27%",A,B
Prefeitura Municipal de Custódia - PE,2605103,PE,36841,"12,08%",A,"97,24%",C,"2385,59%",C,C
Prefeitura Municipal de Cutias - AP,1600212,AP,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Damianópolis - GO,5206701,GO,3315,,n.d.,,n.d.,"25,60%",A,n.d.
Prefeitura Municipal de Damião - PB,2505352,PB,5289,"1,33%",A,"101,63%",C,"33,83%",A,C
Prefeitura Municipal de Damolândia - GO,5206800,GO,2923,"1,17%",A,"96,56%",C,"-5,85%",C,C
Prefeitura Municipal de Darcinópolis - TO,1706506,TO,6018,"6,18%",A,"94,47%",B,"189,45%",C,C
Prefeitura Municipal de Dário Meira - BA,2910008,BA,10906,"155,78%",C,"101,65%",C,"6754,75%",C,D
Prefeitura Municipal de Datas - MG,3121001,MG,5399,"32,18%",A,"92,69%",B,"307,41%",C,C
Prefeitura Municipal de David Canabarro - RS,4306304,RS,4744,"3,15%",A,"96,51%",C,"328,07%",C,C
Prefeitura Municipal de Davinópolis - GO,5206909,GO,2094,"22,36%",A,"97,66%",C,"485,46%",C,C
Prefeitura Municipal de Davinópolis - MA,2103752,MA,,,n.d.,,n.d.,"0,00%",n.d.,n.d.
Prefeitura Municipal de Delfim Moreira - MG,3121100,MG,8035,"0,09%",A,"97,10%",C,"6,91%",A,C
Prefeitura Municipal de Delfinópolis - MG,3121209,MG,7098,"3,29%",A,"93,52%",B,,n.d.,n.d.
Prefeitura Municipal de Delmiro Gouveia - AL,2702405,AL,51763,"45,27%",A,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Delta - MG,3121258,MG,10291,"11,64%",A,"93,72%",B,,n.d.,n.d.
Prefeitura Municipal de Demerval Lobão - PI,2203305,PI,13793,"24,10%",A,"94,37%",B,"692,08%",C,C
Prefeitura Municipal de Denise - MT,5103452,MT,9377,,n.d.,,n.d.,"87,88%",A,n.d.
Prefeitura Municipal de Deodápolis - MS,5003454,MS,12868,"35,22%",A,"90,19%",B,"39,19%",A,B
Prefeitura Municipal de Deputado Irapuan Pinheiro - CE,2304269,CE,9585,"16,52%",A,"94,71%",B,,n.d.,n.d.
Prefeitura Municipal de Derrubadas - RS,4306320,RS,2852,"15,18%",A,"91,08%",B,"0,00%",n.d.,n.d.
Prefeitura Municipal de Descalvado - SP,3513702,SP,33520,"7,34%",A,"92,93%",B,"15,49%",A,B
Prefeitura Municipal de Descanso - SC,4204905,SC,8308,"3,69%",A,"95,05%",C,"29,37%",A,C
Prefeitura Municipal de Descoberto - MG,3121308,MG,4996,"57,81%",A,"100,60%",C,"169,59%",C,C
Prefeitura Municipal de Desterro - PB,2505402,PB,8279,"43,85%",A,"97,77%",C,"61,99%",A,C
Prefeitura Municipal de Desterro de Entre Rios - MG,3121407,MG,7232,"2,45%",A,,n.d.,"48,68%",A,n.d.
Prefeitura Municipal de Desterro do Melo - MG,3121506,MG,2919,"2,86%",A,"87,11%",A,"33,65%",A,A
Prefeitura Municipal de Dezesseis de Novembro - RS,4306353,RS,2478,,n.d.,,n.d.,"56,52%",A,n.d.
Prefeitura Municipal de Diadema - SP,3513801,SP,420934,"58,37%",A,"102,67%",C,"327,31%",C,C
Prefeitura Municipal de Diamante - PB,2505600,PB,6575,"3,15%",A,"103,07%",C,"341,02%",C,C
Prefeitura Municipal de Diamante do Norte - PR,4107108,PR,5146,"7,38%",A,"93,45%",B,"27,26%",A,B
Prefeitura Municipal de Diamante do Sul - PR,4107124,PR,3454,"3,11%",A,"84,75%",A,"546,99%",C,C
Prefeitura Municipal de Diamante D'Oeste - PR,4107157,PR,5239,"1,19%",A,,n.d.,"172,00%",C,n.d.
Prefeitura Municipal de Diamantina - MG,3121605,MG,47617,"4,98%",A,"92,28%",B,"2,03%",A,B
Prefeitura Municipal de Diamantino - MT,5103502,MT,21904,"35,13%",A,"94,37%",B,"80,31%",A,B
Prefeitura Municipal de Dianópolis - TO,1707009,TO,21850,"7,18%",A,"87,42%",A,"2100,66%",C,C
Prefeitura Municipal de Dias d'Ávila - BA,2910057,BA,79685,"30,16%",A,"96,96%",C,"93,21%",A,C
Prefeitura Municipal de Dilermando de Aguiar - RS,4306379,RS,3026,"4,66%",A,"85,73%",A,"30,55%",A,A
Prefeitura Municipal de Diogo de Vasconcelos - MG,3121704,MG,3814,"23,18%",A,"91,22%",B,"93,38%",A,B
Prefeitura Municipal de Dionísio - MG,3121803,MG,7852,"1,53%",A,"96,68%",C,,n.d.,n.d.
Prefeitura Municipal de Dionísio Cerqueira - SC,4205001,SC,15450,"15,17%",A,"97,36%",C,"33,63%",A,C
Prefeitura Municipal de Diorama - GO,5207105,GO,2488,"2,61%",A,,n.d.,"28,59%",A,n.d.
Prefeitura Municipal de Dirce Reis - SP,3513850,SP,1786,,n.d.,"90,12%",B,"54,36%",A,n.d.
Prefeitura Municipal de Dirceu Arcoverde - PI,2203354,PI,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Divina Pastora - SE,2802007,SE,5059,"85,62%",B,"99,42%",C,"26,67%",A,C
Prefeitura Municipal de Divinésia - MG,3121902,MG,3411,"5,79%",A,"92,76%",B,"69,57%",A,B
Prefeitura Municipal de Divino - MG,3122009,MG,19884,"15,38%",A,"93,21%",B,"73,41%",A,B
Prefeitura Municipal de Divino das Laranjeiras - MG,3122108,MG,4984,"9,30%",A,"96,39%",C,"-24,59%",C,C
Prefeitura Municipal de Divino de São Lourenço - ES,3201803,ES,,,n.d.,,n.d.,,n.d.,n.d.
Prefeitura Municipal de Divinolândia - SP,3513900,SP,11208,"10,17%",A,"88,78%",A,"4,30%",A,A
Prefeitura Municipal de Divinolândia de Minas - MG,3122207,MG,7527,"18,16%",A,"93,05%",B,"105,86%",C,C
Prefeitura Municipal de Divinópolis - MG,3122306,MG,235977,"15,52%",A,"94,95%",B,"166,78%",C,C
Prefeitura Municipal de Divinópolis de Goiás - GO,5208301,GO,4830,"17,54%",A,,n.d.,"201,87%",C,n.d.
Prefeitura Municipal de Divinópolis do Tocantins - TO,1707108,TO,6856,"46,48%",A,,n.d.,"119,31%",C,n.d.
Prefeitura Municipal de Divisa Alegre - MG,3122355,MG,6702,"5,19%",A,"93,81%",B,"2300,32%",C,C
Prefeitura Municipal de Divisa Nova - MG,3122405,MG,5996,"0,23%",A,"92,16%",B,"2,22%",A,B
Prefeitura Municipal de Divisópolis - MG,3122454,MG,10820,"0,04%",A,"96,14%",C,"-82,74%",C,C
Prefeitura Municipal de Dobrada - SP,3514007,SP,8846,,n.d.,,n.d.,"6,81%",A,n.d.
Prefeitura Municipal de Dois Córregos - SP,3514106,SP,27112,"0,62%",A,"90,62%",B,"28,73%",A,B
Prefeitura Municipal de Dois Irmãos - RS,4306403,RS,32205,"3,89%",A,"87,39%",A,"5,94%",A,A
Prefeitura Municipal de Dois Irmãos das Missões - RS,4306429,RS,2044,"0,61%",A,,n.d.,"20,07%",A,n.d.
